X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
113.1913233,-7.74367333,train,0.28079689503129557,71.92029964139294,0.9999999304792768
113.1924462,-7.742881437,train,0.28079689783216993,71.9202999235813,0.9999999304792883
